"","Label","X.1","X","Species","Treatment","Number","Sample","Recovered","NOTES","Airbrush_Date","Airbrush_volume","Airbrush_Initials","Aliquot_Date","Aliquot_Initials","Chl_box","Host_PTAC_box","Sym_PTAC_box","Sym_density_box","Ash_Bag","Skeleton_Dry_Date","Skeleton_Dry_Initials","Row.names","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"408","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",13,0.0003914,184.065,0.772,218.42,-83.66,0.429,"C3","H"
"409","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",8,0.0002214,161.558,0.333,201.689,-92.153,0.242,"C2","CH"
"410","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",23,0.095,190.899,0,230,0,0,"C4","A"
"411","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",29,0.114,180.116,0,235,0,0,"C5","A"
"412","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",3,0.0003383,185.505,0,222.627,8.907,0.371,"C1","W"
"413","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",11,0.12,187.243,0,225,0,0,"C2","A"
"414","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",27,0.0003715,178.41,0.253,223.173,9.019,0.407,"C5","W"
"415","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",24,0.037,171.957,0,230,0,0,"C4","CA"
"416","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",28,0.0002405,148.325,0.369,213.564,17.745,0.263,"C5","CW"
"417","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",26,0.0002139,153.151,0.968,184.08,-109.069,0.234,"C5","CH"
"418","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",19,0.0003408,190.652,0.667,221,-87.486,0.374,"C4","H"
"419","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",1,0.0002919,147.711,0,215,-91.958,0.32,"C1","H"
"420","OFAV_PP_358",13,13,"OFAV","PP","6","358","p","","3/11/22","12.5","CE","3/11/22","CE/WD","4","1","2","3","C","4/15/22","TL",10,0.000243,169.238,119.869,204.269,15.083,0.266,"C2","CW"
"421","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",14,0.0002397,125.273,68.946,191.096,-85.57,0.261,"C3","CH"
"422","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",23,0.13,185.595,0,224,0,0,"C4","A"
"423","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",13,0.000414,131.31,0.363,204.713,-87.207,0.451,"C3","H"
"424","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",1,3e-04,191.628,158.109,216.611,-91.444,0.327,"C1","H"
"425","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",12,0.032,117.541,0,187,0,0,"C2","CA"
"426","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",20,0.0002514,158.995,0.473,218.85,-86.543,0.273,"C4","CH"
"427","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",22,0.0002506,173.964,0.421,213.466,15.998,0.272,"C4","CW"
"428","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",21,0.0003997,185.698,0.333,216.818,14.854,0.436,"C4","W"
"429","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",8,0.0002003,114.335,0.532,174.566,-89.037,0.218,"C2","CH"
"430","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",27,0.0003762,144.5,0.242,168.944,14.346,0.41,"C5","W"
"431","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",7,0.0003293,131.694,3.224,175.156,-92.337,0.359,"C2","H"
"432","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",25,0.000357,158.322,72.546,203.667,-98.531,0.389,"C5","H"
"433","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",26,0.0002246,122.596,0,180.866,-96.009,0.245,"C5","CH"
"434","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",5,0.111,185.757,0,226,0,0,"C1","A"
"435","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",24,0.059,175.18,0,224,0,0,"C4","CA"
"436","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",10,0.000181,96.352,0.344,127.127,24.179,0.197,"C2","CW"
"437","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",2,0.0002145,108.584,0.063,202.471,-92.021,0.234,"C1","CH"
"438","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",15,0.0003729,147.173,1.002,194.288,21.13,0.406,"C3","W"
"439","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",6,0.059,174.617,0,226,0,0,"C1","CA"
"440","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",4,0.000233,171.404,0.156,213.689,3.731,0.253,"C1","CW"
"441","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",9,0.0003436,121.126,0.554,161.38,23.051,0.374,"C2","W"
"442","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",18,0.055,140.729,0,208,0,0,"C3","CA"
"443","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",16,0.0002204,128.267,2.444,186.595,12.339,0.24,"C3","CW"
"444","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",28,0.0002212,125.317,1.747,173.401,8.099,0.24,"C5","CW"
"445","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",19,0.0003519,178.061,126.656,215.123,-85.622,0.384,"C4","H"
"446","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",29,0.125,150.118,0,216,0,0,"C5","A"
"447","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",11,0.1,127.874,0,193,0,0,"C2","A"
"448","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",30,0.05,136.486,0,215,0,0,"C5","CA"
"449","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",17,0.136,161.362,0,222,0,0,"C3","A"
"450","OFAV_PP_359",14,14,"OFAV","PP","7","359","p","","3/11/22","10","CE","3/11/22","WD","4","1","2","3","B","4/15/22","TL",3,0.0003762,178.916,0.141,211.569,12.362,0.41,"C1","W"
"451","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",16,0.0001985,137.718,1.033,184.76,21.89,0.219,"C3","CW"
"452","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",14,0.0002076,129.769,0.405,191.782,-97.294,0.228,"C3","CH"
"453","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",23,0.085,131.266,0,194,0,0,"C4","A"
"454","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",24,0.034,117.674,0,194,0,0,"C4","CA"
"455","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",25,0.0004045,130.705,0.239,198.635,-100.305,0.446,"C5","H"
"456","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",15,0.0003118,148.808,0.941,190.667,19.104,0.343,"C3","W"
"457","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",11,0.084,192.834,0,246,0,0,"C2","A"
"458","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",22,0.0001789,114.155,0.484,176.715,16.598,0.197,"C4","CW"
"459","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",9,0.0003159,188.777,0.261,229.333,15.884,0.348,"C2","W"
"460","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",13,0.0003331,161.75,1.219,203,-79.467,0.367,"C3","H"
"461","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",28,0.0001707,107.354,0.668,154.865,6.645,0.188,"C5","CW"
"462","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",12,0.041,180.815,0,231,0,0,"C2","CA"
"463","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",17,0.111,156.787,0,207,0,0,"C3","A"
"464","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",27,0.0003011,147.134,11.121,198.509,5.96,0.331,"C5","W"
"465","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",6,0.038,129.449,0,222,0,0,"C1","CA"
"466","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",21,0.0002814,130.5,0.345,175.333,12.492,0.31,"C4","W"
"467","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",4,0.0002035,134.041,92.006,179,14.036,0.224,"C1","CW"
"468","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",1,0.0003405,155.126,1.333,215.623,-89.585,0.375,"C1","H"
"469","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",5,0.092,137.224,0,229,0,0,"C1","A"
"470","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",2,0.0001862,122.928,73.056,175.78,-96.089,0.205,"C1","CH"
"471","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",7,0.0003183,184.948,0.248,228.596,-79.735,0.351,"C2","H"
"472","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",18,0.046,147.164,0,207,0,0,"C3","CA"
"473","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",8,0.0001715,152.041,0.584,215.374,-78.366,0.189,"C2","CH"
"474","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",3,0.0003585,133.053,0.519,204.674,19.68,0.395,"C1","W"
"475","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",26,0.0002322,99.328,0,181.23,-101.868,0.255,"C5","CH"
"476","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",10,0.0001953,181.3,1.024,221.241,13.158,0.215,"C2","CW"
"477","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",30,0.052,131.663,0,225,0,0,"C5","CA"
"478","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",29,0.125,145.336,0,225,0,0,"C5","A"
"479","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",20,0.0002026,106.102,0.079,178.61,-90.466,0.223,"C4","CH"
"480","OFAV_PP_360",15,15,"OFAV","PP","8","360","p","","3/21/22","16","WD","3/21/22","WD","4","1","2","3","C","4/15/22","TL",19,0.0003421,103.298,0.026,153.261,-96.067,0.377,"C4","H"
"481","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",6,0.047,112.483,0,204,0,0,"C1","CA"
"482","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",7,0.0003714,121.344,48.026,199.796,-91.037,0.405,"C2","H"
"483","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",20,0.0002155,131.109,74.458,183.375,-91.79,0.235,"C4","CH"
"484","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",23,0.101,159.926,0,230,0,0,"C4","A"
"485","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",25,0.0004041,106.956,0.99,169.277,-85.948,0.441,"C5","H"
"486","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",26,0.0002582,84.44,0.18,162.797,-94.485,0.281,"C5","CH"
"487","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",13,0.000311,136.89,2.877,201.353,-78.143,0.339,"C3","H"
"488","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",4,0.0001861,109.454,0.422,158.46,20.647,0.203,"C1","CW"
"489","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",11,0.1,120.543,0,211,0,0,"C2","A"
"490","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",1,0.0003664,103.509,0.194,173.954,-74.434,0.399,"C1","H"
"491","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",28,0.0001937,109.6,0.035,156.333,23.003,0.211,"C5","CW"
"492","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",14,0.0001593,95.929,0.244,165.667,-85.135,0.173,"C3","CH"
"493","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",18,0.04,118.7,0,210,0,0,"C3","CA"
"494","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",24,0.042,142.172,0,213,0,0,"C4","CA"
"495","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",2,0.0002171,84.168,46.787,140.496,-77.255,0.237,"C1","CH"
"496","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",8,0.000228,87.892,0.628,174.008,-101.061,0.248,"C2","CH"
"497","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",10,0.0001668,92.085,48.249,147.231,31.759,0.181,"C2","CW"
"498","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",5,0.102,123.549,0,204,0,0,"C1","A"
"499","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",12,0.044,109.369,0,211,0,0,"C2","CA"
"500","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",19,0.0003974,163.587,3.993,213.679,-93.395,0.433,"C4","H"
"501","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",9,0.0002934,113.467,66.222,162.913,33.326,0.32,"C2","W"
"502","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",22,0.0001794,120.475,0.343,192.723,16.39,0.195,"C4","CW"
"503","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",27,0.0002876,111.065,1.499,171.141,13.548,0.313,"C5","W"
"504","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",29,0.129,126.591,0,215,0,0,"C5","A"
"505","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",16,0.0001844,124.366,75.164,201.175,22.58,0.2,"C3","CW"
"506","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",3,0.0003664,133.057,0.333,172.914,19.68,0.4,"C1","W"
"507","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",30,0.059,114.312,0,215,0,0,"C5","CA"
"508","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",21,0.0003043,154.704,0.366,217.667,14.727,0.331,"C4","W"
"509","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",15,0.0003219,124.048,0.697,183.029,19.191,0.351,"C3","W"
"510","OFAV_PP_362",16,16,"OFAV","PP","9","362","p","","4/1/22","12","CE","4/1/22","CE","4","1","2","3","B","4/15/22","TL",17,0.1,127.866,0,211,0,0,"C3","A"
"511","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0004239,179.635,1.606,220.611,-69.605,0.46,"C1","H"
"512","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0002153,181.966,0.478,212.788,31.43,0.233,"C2","CW"
"513","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.105,178.859,0,230,0,0,"C2","A"
"514","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.03,182.256,0,230,0,0,"C2","CA"
"515","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.0004536,156.678,0.036,218.643,-84.631,0.492,"C3","H"
"516","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.0002603,128.138,0.184,181.688,-83.246,0.282,"C3","CH"
"517","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.000373,162.319,2.506,218.393,2.875,0.404,"C3","W"
"518","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.0001831,143.008,0.467,185.364,5.339,0.198,"C3","CW"
"519","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.14,150.353,0,229,0,0,"C3","A"
"520","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.043,153.434,0,229,0,0,"C3","CA"
"521","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.0003569,179.78,0.333,225.429,-91.091,0.387,"C4","H"
"522","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0002365,127.506,0.038,224.449,-79.418,0.256,"C1","CH"
"523","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.0001984,104.231,0.167,192.303,-86.055,0.214,"C4","CH"
"524","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.0003298,149.777,0,217.794,0.295,0.357,"C4","W"
"525","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0.0001772,163.848,0.026,230.795,7.193,0.191,"C4","CW"
"526","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.09,176.61,0,236,0,0,"C4","A"
"527","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.036,176.425,0,236,0,0,"C4","CA"
"528","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.0004247,182.806,0.699,224.276,-85.408,0.46,"C5","H"
"529","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0.0002128,184.815,153.229,224.923,-90.917,0.23,"C5","CH"
"530","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.0003086,199.656,30.879,231.729,-5.052,0.335,"C5","W"
"531","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0.0001551,152.791,0.916,226.795,2.517,0.168,"C5","CW"
"532","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.12,177.976,0,239,0,0,"C5","A"
"533","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000362,177.963,99.833,229.137,6.474,0.392,"C1","W"
"534","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.037,183.543,0,239,0,0,"C5","CA"
"535","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.0001687,177.608,0,217.485,3.468,0.183,"C1","CW"
"536","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.111,170.249,0,236,0,0,"C1","A"
"537","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.03,178.099,0,236,0,0,"C1","CA"
"538","OFAV_PP_364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.0004281,178.634,0.87,208.999,-80.874,0.464,"C2","H"
